지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),적설(cm),지면상태(지면상태코드)
108,서울,2019-10-02 19:00,20.5,1.7,2.9,360,94,,
108,서울,2019-10-02 20:00,20.3,2.1,3.1,360,95,,
108,서울,2019-10-02 21:00,20.4,1.7,4.1,360,95,,
108,서울,2019-10-02 22:00,20.3,2,4.7,360,95,,
108,서울,2019-10-02 23:00,20.2,3.1,4.5,360,95,,
108,서울,2019-10-03 0:00,20,1.8,4,340,94,,
108,서울,2019-10-03 1:00,20.1,1.7,4.1,340,93,,
108,서울,2019-10-03 2:00,19.9,1.3,3.6,340,94,,
108,서울,2019-10-03 3:00,19.9,0.7,2.7,340,93,,
108,서울,2019-10-03 4:00,19.9,0.6,2.7,340,89,,
108,서울,2019-10-03 5:00,19.9,0.2,1.7,230,95,,
108,서울,2019-10-03 6:00,19.9,0,2.5,250,95,,
108,서울,2019-10-03 7:00,19.9,0.1,3.9,250,94,,
108,서울,2019-10-03 8:00,20.3,0,3.5,250,87,,
108,서울,2019-10-03 9:00,20.8,0,3.4,250,84,,
108,서울,2019-10-03 10:00,21.8,,2.7,250,78,,
108,서울,2019-10-03 11:00,23.7,,2.8,230,66,,
108,서울,2019-10-03 12:00,24.3,,3.3,270,66,,
108,서울,2019-10-03 13:00,25.1,,3.8,270,59,,
108,서울,2019-10-03 14:00,26.9,,2,290,49,,
108,서울,2019-10-03 15:00,26.7,,4.2,290,52,,
108,서울,2019-10-03 16:00,26.4,,3.4,290,50,,
108,서울,2019-10-03 17:00,27,,2.9,340,51,,
108,서울,2019-10-03 18:00,25,,2.5,320,59,,
108,서울,2019-10-03 19:00,23.4,,2,340,68,,
108,서울,2019-10-03 20:00,22.4,,1.4,360,65,,
108,서울,2019-10-03 21:00,21.9,,1.9,20,64,,
108,서울,2019-10-03 22:00,21.2,,1.5,340,72,,
108,서울,2019-10-03 23:00,20.6,,1.1,340,72,,
108,서울,2019-10-04 0:00,20.3,,1,360,74,,
108,서울,2019-10-04 1:00,20.1,,1.4,360,76,,
108,서울,2019-10-04 2:00,19.7,,1.3,340,80,,
108,서울,2019-10-04 3:00,19,,1.5,340,83,,
108,서울,2019-10-04 4:00,18.7,,2.1,360,82,,
108,서울,2019-10-04 5:00,18.5,,1.5,360,81,,
108,서울,2019-10-04 6:00,18.3,,1.9,360,84,,
108,서울,2019-10-04 7:00,18.1,,2.3,360,83,,
108,서울,2019-10-04 8:00,18.8,,2.5,360,74,,
108,서울,2019-10-04 9:00,20.9,,1.8,360,67,,
108,서울,2019-10-04 10:00,22.7,,1.3,20,62,,
108,서울,2019-10-04 11:00,24.6,,1.3,180,61,,
108,서울,2019-10-04 12:00,25.6,,2.3,110,60,,
108,서울,2019-10-04 13:00,27.2,,2.3,160,54,,
108,서울,2019-10-04 14:00,27.3,,3.4,160,58,,
108,서울,2019-10-04 15:00,27.6,,3.4,160,56,,
108,서울,2019-10-04 16:00,27.3,,3.2,200,53,,
108,서울,2019-10-04 17:00,25.9,,2.6,180,58,,
108,서울,2019-10-04 18:00,24.9,,2.8,160,63,,
108,서울,2019-10-04 19:00,24,,2.4,160,66,,
108,서울,2019-10-04 20:00,22.9,,2.1,180,71,,
108,서울,2019-10-04 21:00,22,,2.3,180,79,,
108,서울,2019-10-04 22:00,21.5,,1.7,160,80,,
108,서울,2019-10-04 23:00,21.1,,2.5,140,81,,
108,서울,2019-10-05 0:00,21,,2.2,140,80,,
108,서울,2019-10-05 1:00,20.8,,2.1,140,81,,
108,서울,2019-10-05 2:00,20.4,,3.8,140,79,,
108,서울,2019-10-05 3:00,20.2,,2.3,140,80,,
108,서울,2019-10-05 4:00,20,,1.9,90,81,,
108,서울,2019-10-05 5:00,19.8,,0.9,140,81,,
108,서울,2019-10-05 6:00,19.7,,2.6,110,82,,
108,서울,2019-10-05 7:00,19.7,,1.6,140,80,,
108,서울,2019-10-05 8:00,19.5,0.5,2.7,140,85,,
108,서울,2019-10-05 9:00,18.6,0.1,3.1,200,92,,
108,서울,2019-10-05 10:00,19.4,0,2.2,200,79,,
108,서울,2019-10-05 11:00,19.3,,3.9,230,77,,
108,서울,2019-10-05 12:00,19.8,,3.2,250,74,,
108,서울,2019-10-05 13:00,20.9,,2.5,230,67,,
108,서울,2019-10-05 14:00,20.8,,3.4,250,63,,
108,서울,2019-10-05 15:00,21.8,,3.7,230,63,,
108,서울,2019-10-05 16:00,20.6,0,3.5,340,70,,
108,서울,2019-10-05 17:00,19.5,0,2.9,360,71,,
108,서울,2019-10-05 18:00,18.4,,3.6,360,63,,
108,서울,2019-10-05 19:00,17.6,,3.3,360,61,,
108,서울,2019-10-05 20:00,16.9,,3.3,360,61,,
108,서울,2019-10-05 21:00,16.2,,3.2,360,63,,
108,서울,2019-10-05 22:00,15.7,,3.3,360,63,,
108,서울,2019-10-05 23:00,15.2,,4,360,63,,
108,서울,2019-10-06 0:00,14.7,,3.1,360,64,,
108,서울,2019-10-06 1:00,14.6,,4.2,360,64,,
108,서울,2019-10-06 2:00,14.4,,4.5,360,63,,
108,서울,2019-10-06 3:00,14.4,,3.8,360,62,,
108,서울,2019-10-06 4:00,13.9,,2.7,360,66,,
108,서울,2019-10-06 5:00,13.7,,3.4,360,64,,
108,서울,2019-10-06 6:00,13.3,,3.8,360,64,,
108,서울,2019-10-06 7:00,13.3,,3.1,360,63,,
108,서울,2019-10-06 8:00,14.2,,4.2,360,56,,
108,서울,2019-10-06 9:00,16.2,,4.5,360,50,,
108,서울,2019-10-06 10:00,18,,3.8,360,46,,
108,서울,2019-10-06 11:00,19.5,,3.5,360,43,,
108,서울,2019-10-06 12:00,20.9,,2.6,20,43,,
108,서울,2019-10-06 13:00,21.3,,2.5,360,44,,
108,서울,2019-10-06 14:00,22.2,,2.6,70,43,,
108,서울,2019-10-06 15:00,22.6,,2.5,50,43,,
108,서울,2019-10-06 16:00,22.1,,2.5,20,44,,
108,서울,2019-10-06 17:00,21.1,,1.6,50,49,,
108,서울,2019-10-06 18:00,20.4,,2.4,70,50,,
108,서울,2019-10-06 19:00,19.9,,1.9,50,52,,
108,서울,2019-10-06 20:00,19.3,,1.4,50,53,,
108,서울,2019-10-06 21:00,19,,1.7,70,55,,
108,서울,2019-10-06 22:00,18.7,,2.5,20,56,,
108,서울,2019-10-06 23:00,18.2,,1.7,50,58,,
108,서울,2019-10-07 0:00,17.9,,2.2,20,60,,
108,서울,2019-10-07 1:00,17.7,0,1.5,20,63,,
108,서울,2019-10-07 2:00,17.2,0,2,360,67,,
108,서울,2019-10-07 3:00,16.8,0,2.2,360,69,,
108,서울,2019-10-07 4:00,15.8,1.8,2,340,86,,
108,서울,2019-10-07 5:00,15.1,0.9,2.6,360,92,,
108,서울,2019-10-07 6:00,14.7,0.5,2.2,360,91,,
108,서울,2019-10-07 7:00,14.6,1.1,2.1,360,94,,
108,서울,2019-10-07 8:00,14.5,2,2.3,360,95,,
108,서울,2019-10-07 9:00,14.2,4.1,3.5,20,96,,
108,서울,2019-10-07 10:00,14.3,5.2,2.3,360,96,,
108,서울,2019-10-07 11:00,14.4,3.7,1.6,360,97,,
108,서울,2019-10-07 12:00,14.7,2.3,2.4,70,96,,
108,서울,2019-10-07 13:00,14.8,0.9,1.4,50,94,,
108,서울,2019-10-07 14:00,14.9,0.8,0.9,70,94,,
108,서울,2019-10-07 15:00,15.1,0.3,1.7,290,96,,
108,서울,2019-10-07 16:00,14.9,0.8,1,320,96,,
108,서울,2019-10-07 17:00,15,0.9,2,290,96,,
108,서울,2019-10-07 18:00,14.8,0.1,1,290,96,,
108,서울,2019-10-07 19:00,14.8,,1.3,230,96,,
108,서울,2019-10-07 20:00,14.6,,1.6,270,96,,
108,서울,2019-10-07 21:00,14.5,,1.3,230,96,,
108,서울,2019-10-07 22:00,13.9,,2.1,250,96,,
108,서울,2019-10-07 23:00,13.4,,1.1,290,96,,
108,서울,2019-10-08 0:00,13.5,,1.6,230,96,,
108,서울,2019-10-08 1:00,13.6,,1.2,200,96,,
108,서울,2019-10-08 2:00,13.6,,0.9,270,96,,
108,서울,2019-10-08 3:00,13.2,,0.8,230,96,,
108,서울,2019-10-08 4:00,13.1,,0.7,200,96,,
108,서울,2019-10-08 5:00,13,,0.4,0,88,,
108,서울,2019-10-08 6:00,12.8,,0.8,290,89,,
108,서울,2019-10-08 7:00,12.6,,0.3,0,95,,
108,서울,2019-10-08 8:00,13.3,,1.4,160,86,,
108,서울,2019-10-08 9:00,15.4,,1.6,230,78,,
108,서울,2019-10-08 10:00,16.8,,3.7,230,74,,
108,서울,2019-10-08 11:00,17.8,,4.4,250,62,,
108,서울,2019-10-08 12:00,18.1,,5.6,250,43,,
108,서울,2019-10-08 13:00,19.1,,4.2,230,39,,
108,서울,2019-10-08 14:00,19.5,,3.7,250,31,,
108,서울,2019-10-08 15:00,19.3,,4,250,30,,
108,서울,2019-10-08 16:00,19,,3.4,250,27,,
108,서울,2019-10-08 17:00,18,,3.7,250,28,,
108,서울,2019-10-08 18:00,15.8,,3,230,33,,
108,서울,2019-10-08 19:00,14.4,,2.8,230,32,,
108,서울,2019-10-08 20:00,13.2,,2.6,250,41,,
108,서울,2019-10-08 21:00,12.5,,3.4,250,46,,
108,서울,2019-10-08 22:00,11.8,,3.5,290,48,,
108,서울,2019-10-08 23:00,10.9,,2.2,270,51,,
108,서울,2019-10-09 0:00,10.6,,2.6,230,55,,
108,서울,2019-10-09 1:00,10,,1.4,250,57,,
108,서울,2019-10-09 2:00,10,,1.7,230,57,,
108,서울,2019-10-09 3:00,9.4,,1.1,320,58,,
108,서울,2019-10-09 4:00,8.8,,1.5,340,68,,
108,서울,2019-10-09 5:00,8.3,,0.6,340,65,,
108,서울,2019-10-09 6:00,8.1,,1,320,66,,
108,서울,2019-10-09 7:00,7.8,,1.6,320,70,,
108,서울,2019-10-09 8:00,8.5,,1.9,340,61,,
108,서울,2019-10-09 9:00,11.3,,1.2,320,53,,
108,서울,2019-10-09 10:00,15,,1.1,50,41,,
108,서울,2019-10-09 11:00,16.9,,0.9,250,32,,
108,서울,2019-10-09 12:00,18,,2.2,230,29,,
108,서울,2019-10-09 13:00,19,,2.6,200,25,,
108,서울,2019-10-09 14:00,19.4,,3.1,250,28,,
108,서울,2019-10-09 15:00,19.9,,2.4,200,28,,
108,서울,2019-10-09 16:00,20.1,,2.1,250,27,,
108,서울,2019-10-09 17:00,19.5,,2,230,32,,
108,서울,2019-10-09 18:00,17.1,,1.9,230,39,,
108,서울,2019-10-09 19:00,15.6,,1.7,230,45,,
108,서울,2019-10-09 20:00,14.6,,1.1,230,47,,
108,서울,2019-10-09 21:00,13.5,,1.9,230,54,,
108,서울,2019-10-09 22:00,12.8,,0.8,290,55,,
108,서울,2019-10-09 23:00,12.3,,0.9,320,59,,
108,서울,2019-10-10 0:00,11.7,,0.9,320,59,,
108,서울,2019-10-10 1:00,11.2,,1.3,320,65,,
108,서울,2019-10-10 2:00,10.8,,1.4,320,65,,
108,서울,2019-10-10 3:00,10.8,,1.2,320,66,,
108,서울,2019-10-10 4:00,10.8,,1.3,320,68,,
108,서울,2019-10-10 5:00,11,,1.3,340,69,,
108,서울,2019-10-10 6:00,11,,1.5,320,71,,
108,서울,2019-10-10 7:00,11.1,,1,340,69,,
108,서울,2019-10-10 8:00,11.7,,1.2,320,68,,
108,서울,2019-10-10 9:00,13,,1.4,360,60,,
108,서울,2019-10-10 10:00,14.1,,1.4,340,54,,
108,서울,2019-10-10 11:00,14.9,,1.7,360,55,,
108,서울,2019-10-10 12:00,16.4,,1.1,340,48,,
108,서울,2019-10-10 13:00,18.1,,1.4,20,42,,
108,서울,2019-10-10 14:00,19.5,,1.4,200,44,,
108,서울,2019-10-10 15:00,19.5,,0.6,200,45,,
108,서울,2019-10-10 16:00,19.3,,1,180,47,,
108,서울,2019-10-10 17:00,19.1,,1.1,270,55,,
108,서울,2019-10-10 18:00,18.4,,0.8,250,58,,
108,서울,2019-10-10 19:00,17.4,,2.1,290,64,,
108,서울,2019-10-10 20:00,17,,2,250,63,,
108,서울,2019-10-10 21:00,16.5,,0.7,230,68,,
108,서울,2019-10-10 22:00,15.9,,0.7,250,71,,
108,서울,2019-10-10 23:00,15.5,,1.9,250,74,,
108,서울,2019-10-11 0:00,15.7,,1.8,250,71,,
108,서울,2019-10-11 1:00,15.3,,0.6,290,74,,
108,서울,2019-10-11 2:00,14.5,,0.6,290,77,,
108,서울,2019-10-11 3:00,14.1,,0.7,320,80,,
108,서울,2019-10-11 4:00,13.8,,0.4,0,81,,
108,서울,2019-10-11 5:00,13.5,,0.6,290,83,,
108,서울,2019-10-11 6:00,13.3,,0.9,270,84,,
108,서울,2019-10-11 7:00,13,,1.2,290,86,,
108,서울,2019-10-11 8:00,13.5,,0.8,340,76,,
108,서울,2019-10-11 9:00,15.7,,1.1,360,70,,
108,서울,2019-10-11 10:00,18.1,,1.3,290,63,,
108,서울,2019-10-11 11:00,20.6,,1.7,360,54,,
108,서울,2019-10-11 12:00,22.3,,2.4,320,50,,
108,서울,2019-10-11 13:00,23.6,,2.8,20,43,,
108,서울,2019-10-11 14:00,24.6,,2.4,360,39,,
108,서울,2019-10-11 15:00,25.5,,2.7,360,34,,
108,서울,2019-10-11 16:00,26,,2.4,20,32,,
108,서울,2019-10-11 17:00,25,,2.1,320,41,,
108,서울,2019-10-11 18:00,22.9,,1.8,320,50,,
108,서울,2019-10-11 19:00,21.3,,3.1,340,47,,
108,서울,2019-10-11 20:00,20.4,,4,360,50,,
108,서울,2019-10-11 21:00,19.7,,4.2,360,52,,
108,서울,2019-10-11 22:00,19,,4.2,360,53,,
108,서울,2019-10-11 23:00,18.1,,3.3,360,56,,
108,서울,2019-10-12 0:00,17.1,,2.6,340,60,,
108,서울,2019-10-12 1:00,16.5,,2.3,360,59,,
108,서울,2019-10-12 2:00,16.1,,2.1,360,59,,
108,서울,2019-10-12 3:00,16.3,,3,340,57,,
108,서울,2019-10-12 4:00,16.1,,2.8,340,55,,
108,서울,2019-10-12 5:00,15.6,,1.8,360,57,,
108,서울,2019-10-12 6:00,15.8,,2.5,340,59,,
108,서울,2019-10-12 7:00,15.5,,2.4,360,58,,
108,서울,2019-10-12 8:00,16.3,,4,360,51,,
108,서울,2019-10-12 9:00,18.5,,3.4,360,45,,
108,서울,2019-10-12 10:00,20.4,,4.9,360,40,,
108,서울,2019-10-12 11:00,21.6,,4,360,38,,
108,서울,2019-10-12 12:00,22.4,,5.2,360,36,,
108,서울,2019-10-12 13:00,23.1,,4.3,360,35,,
108,서울,2019-10-12 14:00,23,,4.4,360,36,,
108,서울,2019-10-12 15:00,23,,5,360,37,,
108,서울,2019-10-12 16:00,21.8,,4.8,340,38,,
108,서울,2019-10-12 17:00,20.3,,4.3,20,41,,
108,서울,2019-10-12 18:00,18.1,,4.4,360,48,,
108,서울,2019-10-12 19:00,17,,4,20,48,,
108,서울,2019-10-12 20:00,16.1,,3.9,360,49,,
108,서울,2019-10-12 21:00,15.5,,4.1,360,51,,
108,서울,2019-10-12 22:00,14.8,,2,360,54,,
108,서울,2019-10-12 23:00,13.9,,1.9,340,59,,
108,서울,2019-10-13 0:00,13.3,,2,340,61,,
108,서울,2019-10-13 1:00,13.3,,2.1,360,58,,
108,서울,2019-10-13 2:00,13.4,,2.2,360,60,,
108,서울,2019-10-13 3:00,12.8,,2.2,340,64,,
108,서울,2019-10-13 4:00,12.2,,2,340,66,,
108,서울,2019-10-13 5:00,12.1,,2.1,360,65,,
108,서울,2019-10-13 6:00,12.5,,2.7,360,63,,
108,서울,2019-10-13 7:00,12.4,,2.7,360,63,,
108,서울,2019-10-13 8:00,13.4,,2.8,360,57,,
108,서울,2019-10-13 9:00,15.4,,3.5,360,54,,
108,서울,2019-10-13 10:00,17.5,,3.3,360,48,,
108,서울,2019-10-13 11:00,19.2,,2.6,360,45,,
108,서울,2019-10-13 12:00,20.5,,2.2,20,40,,
108,서울,2019-10-13 13:00,21.5,,2,20,37,,
108,서울,2019-10-13 14:00,22.8,,1.4,140,35,,
108,서울,2019-10-13 15:00,23.4,,0.9,70,33,,
108,서울,2019-10-13 16:00,23.5,,1.6,160,33,,
108,서울,2019-10-13 17:00,22.6,,1.3,140,36,,
108,서울,2019-10-13 18:00,20.8,,0.6,320,43,,
108,서울,2019-10-13 19:00,19.3,,1.7,200,49,,
108,서울,2019-10-13 20:00,18,,0.7,250,60,,
108,서울,2019-10-13 21:00,17.1,,1.2,230,60,,
108,서울,2019-10-13 22:00,16.5,,1.3,230,62,,
108,서울,2019-10-13 23:00,15.7,,1.3,230,67,,
108,서울,2019-10-14 0:00,15.3,,0.4,0,64,,
108,서울,2019-10-14 1:00,14.9,,0.3,0,69,,
108,서울,2019-10-14 2:00,14.4,,0.6,270,73,,
108,서울,2019-10-14 3:00,14,,0.9,320,76,,
108,서울,2019-10-14 4:00,13.4,,0.4,0,77,,
108,서울,2019-10-14 5:00,13.1,,0.6,250,81,,
108,서울,2019-10-14 6:00,12.9,,0.6,290,81,,
108,서울,2019-10-14 7:00,12.7,,2.2,200,83,,
108,서울,2019-10-14 8:00,13.9,,3.5,250,75,,
108,서울,2019-10-14 9:00,14.8,,3.7,250,72,,
108,서울,2019-10-14 10:00,15.2,,1.8,250,72,,
108,서울,2019-10-14 11:00,16.3,,3.2,250,66,,
108,서울,2019-10-14 12:00,17.3,,3.9,270,50,,
108,서울,2019-10-14 13:00,18,,3.2,270,46,,
108,서울,2019-10-14 14:00,19,,2.8,200,45,,
108,서울,2019-10-14 15:00,19.3,,2.9,250,37,,
108,서울,2019-10-14 16:00,18.4,,3.4,250,35,,
108,서울,2019-10-14 17:00,17.2,,4,250,35,,
108,서울,2019-10-14 18:00,15.1,,3.3,250,42,,
108,서울,2019-10-14 19:00,13.9,,3.6,270,41,,
108,서울,2019-10-14 20:00,12.9,,4.8,250,41,,
108,서울,2019-10-14 21:00,11.9,,2.6,250,44,,
108,서울,2019-10-14 22:00,11.1,,2.6,230,49,,
108,서울,2019-10-14 23:00,10.2,,1.7,230,51,,
108,서울,2019-10-15 0:00,9.5,,1.6,230,53,,
108,서울,2019-10-15 1:00,9,,0.9,230,53,,
108,서울,2019-10-15 2:00,8.8,,0.8,250,54,,
108,서울,2019-10-15 3:00,9,,0.6,320,54,,
108,서울,2019-10-15 4:00,9.1,,0.3,0,56,,
108,서울,2019-10-15 5:00,9.3,,0.7,90,58,,
108,서울,2019-10-15 6:00,9.8,,2.3,360,65,,
108,서울,2019-10-15 7:00,10.7,,2.7,360,64,,
108,서울,2019-10-15 8:00,12,,3,360,58,,
108,서울,2019-10-15 9:00,14.3,,4.3,360,53,,
108,서울,2019-10-15 10:00,16.5,,4.2,20,49,,
108,서울,2019-10-15 11:00,17.9,,1.4,50,45,,
108,서울,2019-10-15 12:00,18.9,,2.2,50,44,,
108,서울,2019-10-15 13:00,19.8,,1.9,20,41,,
108,서울,2019-10-15 14:00,20.3,,2.1,360,41,,
108,서울,2019-10-15 15:00,18.8,,1.7,320,46,,
108,서울,2019-10-15 16:00,18.8,,1.6,290,41,,
108,서울,2019-10-15 17:00,18.5,,1.7,290,46,,
108,서울,2019-10-15 18:00,17.4,,2.7,270,49,,
108,서울,2019-10-15 19:00,16.4,,1.3,270,56,,
108,서울,2019-10-15 20:00,15.7,,0.8,320,59,,
108,서울,2019-10-15 21:00,14.9,,0.9,200,64,,
108,서울,2019-10-15 22:00,14.1,,0.3,0,65,,
108,서울,2019-10-15 23:00,13.4,,0.9,290,68,,
108,서울,2019-10-16 0:00,12.7,,1.3,320,70,,
108,서울,2019-10-16 1:00,11.9,,1.1,320,72,,
108,서울,2019-10-16 2:00,11.6,,0.8,320,73,,
108,서울,2019-10-16 3:00,10.9,,0.9,340,79,,
108,서울,2019-10-16 4:00,10.3,,1.7,340,81,,
108,서울,2019-10-16 5:00,9.9,,1.6,320,82,,
108,서울,2019-10-16 6:00,9.5,,1.4,320,83,,
108,서울,2019-10-16 7:00,9,,1.6,340,83,,
108,서울,2019-10-16 8:00,9.7,,1.4,320,73,,
108,서울,2019-10-16 9:00,12.4,,1.6,340,67,,
108,서울,2019-10-16 10:00,15.3,,1.4,340,55,,
108,서울,2019-10-16 11:00,17.2,,1.1,290,47,,
108,서울,2019-10-16 12:00,18.4,,2.5,230,40,,
108,서울,2019-10-16 13:00,19.7,,3.3,200,41,,
108,서울,2019-10-16 14:00,20.1,,2,270,35,,
108,서울,2019-10-16 15:00,20.5,,3,230,34,,
108,서울,2019-10-16 16:00,19.4,,2.5,250,34,,
108,서울,2019-10-16 17:00,17.9,,1.9,270,39,,
108,서울,2019-10-16 18:00,16.3,,1.6,230,42,,
108,서울,2019-10-16 19:00,15.2,,2.1,230,53,,
108,서울,2019-10-16 20:00,14.8,,1.4,200,52,,
108,서울,2019-10-16 21:00,14.5,,0.8,230,55,,
108,서울,2019-10-16 22:00,14.6,,2.4,270,58,,
108,서울,2019-10-16 23:00,14.4,,1.1,230,62,,
108,서울,2019-10-17 0:00,14.1,,1,270,66,,
108,서울,2019-10-17 1:00,13.7,,0.7,230,64,,
108,서울,2019-10-17 2:00,13,,1.7,360,67,,
108,서울,2019-10-17 3:00,12.6,,1.3,320,70,,
108,서울,2019-10-17 4:00,12.2,,1.4,320,73,,
108,서울,2019-10-17 5:00,11.5,,1.9,360,72,,
108,서울,2019-10-17 6:00,11.2,,1,360,75,,
108,서울,2019-10-17 7:00,11.2,,1.5,320,79,,
108,서울,2019-10-17 8:00,12.2,,1.9,360,64,,
108,서울,2019-10-17 9:00,13.6,,2.2,20,61,,
108,서울,2019-10-17 10:00,15,,2.2,360,57,,
108,서울,2019-10-17 11:00,17.6,,1.3,50,45,,
108,서울,2019-10-17 12:00,18.1,,1.5,20,45,,
108,서울,2019-10-17 13:00,19.4,,2,20,39,,
108,서울,2019-10-17 14:00,20.1,,1.8,20,34,,
108,서울,2019-10-17 15:00,21,,2,360,34,,
108,서울,2019-10-17 16:00,21.3,,2.4,70,32,,
108,서울,2019-10-17 17:00,20.3,,3.5,70,32,,
108,서울,2019-10-17 18:00,18.5,,1.9,360,42,,
108,서울,2019-10-17 19:00,16.9,,1.9,340,49,,
108,서울,2019-10-17 20:00,15.7,,1.9,340,53,,
108,서울,2019-10-17 21:00,14.9,,1.2,340,55,,
108,서울,2019-10-17 22:00,14.3,,1,360,60,,
108,서울,2019-10-17 23:00,13.9,,1.5,340,65,,
108,서울,2019-10-18 0:00,13.2,,1.9,360,66,,
108,서울,2019-10-18 1:00,12.9,,2,340,68,,
108,서울,2019-10-18 2:00,12.6,,1.6,360,70,,
108,서울,2019-10-18 3:00,12.4,,2.2,340,69,,
108,서울,2019-10-18 4:00,12.2,,1.4,20,67,,
108,서울,2019-10-18 5:00,12.1,,2.1,20,68,,
108,서울,2019-10-18 6:00,12.5,,1.5,360,65,,
108,서울,2019-10-18 7:00,12.5,,1,360,65,,
108,서울,2019-10-18 8:00,13.1,,2,20,62,,
108,서울,2019-10-18 9:00,15.2,,2,360,57,,
108,서울,2019-10-18 10:00,17.9,,2.2,360,52,,
108,서울,2019-10-18 11:00,19.2,,2.3,360,51,,
108,서울,2019-10-18 12:00,20.9,,3.2,360,47,,
108,서울,2019-10-18 13:00,22.3,,4,50,46,,
108,서울,2019-10-18 14:00,22.7,,2.7,50,47,,
108,서울,2019-10-18 15:00,22.5,,3.8,360,46,,
108,서울,2019-10-18 16:00,21.9,,3.6,360,50,,
108,서울,2019-10-18 17:00,21.4,,2.7,360,52,,
108,서울,2019-10-18 18:00,19.7,,4,360,55,,
108,서울,2019-10-18 19:00,18.9,,3.1,360,55,,
108,서울,2019-10-18 20:00,18.1,,2.9,360,56,,
108,서울,2019-10-18 21:00,17.3,,2.1,360,59,,
108,서울,2019-10-18 22:00,16.9,,3,360,61,,
108,서울,2019-10-18 23:00,16.3,,2.5,360,64,,
108,서울,2019-10-19 0:00,15.8,,1.9,340,68,,
108,서울,2019-10-19 1:00,15.5,,2.2,360,65,,
108,서울,2019-10-19 2:00,14.7,,1.6,340,70,,
108,서울,2019-10-19 3:00,14,,1.4,340,69,,
108,서울,2019-10-19 4:00,13.6,,1.8,320,72,,
108,서울,2019-10-19 5:00,13.1,,0.6,320,74,,
108,서울,2019-10-19 6:00,12.6,,0.7,340,76,,
108,서울,2019-10-19 7:00,12.2,,1,320,78,,
108,서울,2019-10-19 8:00,12.6,,0.5,340,66,,
108,서울,2019-10-19 9:00,15.3,,1,360,54,,
108,서울,2019-10-19 10:00,18.3,,1.6,360,47,,
108,서울,2019-10-19 11:00,20.5,,0.9,200,43,,
108,서울,2019-10-19 12:00,21.2,,3,270,43,,
108,서울,2019-10-19 13:00,21.8,,2.6,230,46,,
108,서울,2019-10-19 14:00,22.5,,2.9,250,42,,
108,서울,2019-10-19 15:00,22,,2,290,42,,
108,서울,2019-10-19 16:00,22.7,,2.8,230,41,,
108,서울,2019-10-19 17:00,21.4,,2.3,200,48,,
108,서울,2019-10-19 18:00,19.3,,3,230,63,,
108,서울,2019-10-19 19:00,17.7,,2.3,230,73,,
108,서울,2019-10-19 20:00,16.9,,2.4,230,79,,
108,서울,2019-10-19 21:00,16.4,,1.1,200,80,,
108,서울,2019-10-19 22:00,16,,0.5,250,81,,
108,서울,2019-10-19 23:00,15.4,,0.7,200,82,,
108,서울,2019-10-20 0:00,14.9,,0.7,360,83,,
108,서울,2019-10-20 1:00,14.4,,0.1,0,86,,
108,서울,2019-10-20 2:00,13.9,,1.1,320,87,,
108,서울,2019-10-20 3:00,13.4,,1.3,320,88,,
108,서울,2019-10-20 4:00,13.1,,0.8,340,89,,
108,서울,2019-10-20 5:00,12.8,,1.1,320,90,,
108,서울,2019-10-20 6:00,12.2,,1.4,340,94,,
108,서울,2019-10-20 7:00,12,,1.4,320,94,,
108,서울,2019-10-20 8:00,12.3,,1.1,320,93,,
108,서울,2019-10-20 9:00,14.3,,1.2,360,75,,
108,서울,2019-10-20 10:00,16.5,,1.7,340,70,,
108,서울,2019-10-20 11:00,18.7,,1.3,20,61,,
108,서울,2019-10-20 12:00,20.1,,1.4,20,58,,
108,서울,2019-10-20 13:00,21.8,,1.1,20,49,,
108,서울,2019-10-20 14:00,22.4,,1.4,110,44,,
108,서울,2019-10-20 15:00,22.7,,1.1,110,39,,
108,서울,2019-10-20 16:00,22.8,,1.8,160,40,,
108,서울,2019-10-20 17:00,21.3,,1.5,230,47,,
108,서울,2019-10-20 18:00,19.3,,2.6,230,58,,
108,서울,2019-10-20 19:00,17.9,,2.1,230,69,,
108,서울,2019-10-20 20:00,17,,0.6,180,68,,
108,서울,2019-10-20 21:00,16.2,,0.9,200,71,,
108,서울,2019-10-20 22:00,15.5,,1.2,250,76,,
108,서울,2019-10-20 23:00,14.8,,0.9,250,76,,
108,서울,2019-10-21 0:00,14.1,,0.7,270,79,,
108,서울,2019-10-21 1:00,13.4,,1.2,320,81,,
108,서울,2019-10-21 2:00,13.2,,1,340,78,,
108,서울,2019-10-21 3:00,12.5,,1,340,81,,
108,서울,2019-10-21 4:00,12,,1.1,320,83,,
108,서울,2019-10-21 5:00,11.7,,1.1,320,84,,
108,서울,2019-10-21 6:00,11.2,,1,340,87,,
108,서울,2019-10-21 7:00,11.1,,1.1,320,83,,
108,서울,2019-10-21 8:00,11.3,,1,320,77,,
108,서울,2019-10-21 9:00,13.7,,1.1,360,64,,
108,서울,2019-10-21 10:00,16.7,,0.9,340,54,,
108,서울,2019-10-21 11:00,19.3,,1,360,47,,
108,서울,2019-10-21 12:00,21.1,,0.7,140,42,,
108,서울,2019-10-21 13:00,23.1,,1.9,230,40,,
108,서울,2019-10-21 14:00,23.3,,1.7,340,31,,
108,서울,2019-10-21 15:00,24.1,,1,200,29,,
